,x,xp,y,yp
0,248.99000000000007,91.17333333333333,241.25857142857143,90.29
1,241.25857142857143,90.29,237.2090909090909,90.51772727272729
2,237.2090909090909,90.51772727272729,237.70000000000002,93.37714285714284
3,237.70000000000002,93.37714285714284,214.7238095238095,91.76529411764704
4,214.7238095238095,91.76529411764704,203.78333333333333,90.92136363636364
5,203.78333333333333,90.92136363636364,202.8261904761905,87.70700000000002
6,202.8261904761905,87.70700000000002,199.91111111111113,85.47363636363637
7,199.91111111111113,85.47363636363637,184.84999999999997,84.38526315789473
8,184.84999999999997,84.38526315789473,178.87631578947372,81.86699999999999
9,178.87631578947372,81.86699999999999,175.61904761904765,82.43333333333334
10,175.61904761904765,82.43333333333334,166.68750000000003,83.4255
11,166.68750000000003,83.4255,167.95000000000002,82.61111111111111
12,167.95000000000002,82.61111111111111,158.4909090909091,82.49777777777778
13,158.4909090909091,82.49777777777778,153.99999999999997,81.79363636363637
14,153.99999999999997,81.79363636363637,154.7736842105263,83.4257894736842
15,154.7736842105263,83.4257894736842,156.02095238095237,81.25722222222221
16,156.02095238095237,81.25722222222221,162.625,80.51181818181819
17,162.625,80.51181818181819,162.23181818181823,79.3973684210526
18,162.23181818181823,79.3973684210526,154.69999999999996,77.2208695652174
19,154.69999999999996,77.2208695652174,153.4677777777778,76.84105263157895
20,153.4677777777778,76.84105263157895,151.5457142857143,76.772
21,151.5457142857143,76.772,142.99,77.57000000000001
22,142.99,77.57000000000001,140.52499999999998,77.84549999999999
23,140.52499999999998,77.84549999999999,144.47954545454544,76.97833333333331
24,144.47954545454544,76.97833333333331,150.32954545454547,78.392
25,150.32954545454547,78.392,147.55714285714288,82.43476190476191
26,147.55714285714288,82.43476190476191,143.06052631578947,81.48950000000002
27,143.06052631578947,81.48950000000002,143.53333333333333,79.71549999999999
28,143.53333333333333,79.71549999999999,135.32941176470587,79.32142857142856
29,135.32941176470587,79.32142857142856,128.46818181818182,78.98299999999999
30,128.46818181818182,78.98299999999999,127.34444444444443,78.66478260869565
31,127.34444444444443,78.66478260869565,129.0578947368421,78.16777777777777
32,129.0578947368421,78.16777777777777,127.27954545454546,78.94333333333333
33,127.27954545454546,78.94333333333333,124.95578947368418,80.86105263157894
34,124.95578947368418,80.86105263157894,124.76055555555553,83.57777777777777
35,124.76055555555553,83.57777777777777,127.1359090909091,89.16
36,127.1359090909091,89.16,132.98499999999999,93.16611111111112
37,132.98499999999999,93.16611111111112,133.62739130434784,94.78842105263158
38,133.62739130434784,94.78842105263158,134.35263157894738,97.70952380952379
39,134.35263157894738,97.70952380952379,129.01899999999998,101.08199999999998
40,129.01899999999998,101.08199999999998,123.26388888888889,97.429
41,123.26388888888889,97.429,123.57619047619049,99.69761904761903
42,123.57619047619049,99.69761904761903,127.23157894736842,97.87000000000002
43,127.23157894736842,97.87000000000002,127.88888888888889,99.2788888888889
44,127.88888888888889,99.2788888888889,130.3095238095238,97.85136363636362
45,130.3095238095238,97.85136363636362,132.08100000000002,99.97888888888889
46,132.08100000000002,99.97888888888889,138.11842105263156,103.41157894736843
47,138.11842105263156,103.41157894736843,143.79318181818178,103.935
48,143.79318181818178,103.935,140.7225,102.1561111111111
49,140.7225,102.1561111111111,141.1130434782609,102.27250000000001
50,141.1130434782609,102.27250000000001,144.99473684210525,102.5655
51,144.99473684210525,102.5655,141.945,101.78210526315792
52,141.945,101.78210526315792,143.51749999999998,102.05238095238094
53,143.51749999999998,102.05238095238094,143.66249999999997,101.70142857142858
54,143.66249999999997,101.70142857142858,145.08684210526317,102.95714285714287
55,145.08684210526317,102.95714285714287,145.58777777777777,107.24421052631578
56,145.58777777777777,107.24421052631578,153.08333333333331,108.06136363636364
57,153.08333333333331,108.06136363636364,158.47894736842102,116.23249999999997
58,158.47894736842102,116.23249999999997,153.71499999999997,119.3595
59,153.71499999999997,119.3595,153.77142857142857,118.30777777777777
60,153.77142857142857,118.30777777777777,149.23333333333335,118.56333333333333
61,149.23333333333335,118.56333333333333,147.4217391304348,120.38681818181821
62,147.4217391304348,120.38681818181821,138.74166666666667,119.54952380952383
63,138.74166666666667,119.54952380952383,129.66190476190474,120.6894117647059
64,129.66190476190474,120.6894117647059,129.18421052631575,123.75045454545453
65,129.18421052631575,123.75045454545453,133.54999999999998,123.2433333333333
66,133.54999999999998,123.2433333333333,133.90263157894734,123.23380952380951
67,133.90263157894734,123.23380952380951,130.48888888888888,120.28499999999998
68,130.48888888888888,120.28499999999998,136.99578947368423,120.06190476190477
69,136.99578947368423,120.06190476190477,137.10476190476192,122.51705882352944
70,137.10476190476192,122.51705882352944,138.044,121.92400000000002
71,138.044,121.92400000000002,139.7915,118.3061111111111
72,139.7915,118.3061111111111,137.9431818181818,115.09315789473686
73,137.9431818181818,115.09315789473686,136.88954545454544,113.07380952380953
74,136.88954545454544,113.07380952380953,134.45000000000002,109.8765
75,134.45000000000002,109.8765,130.80476190476188,109.06222222222222
76,130.80476190476188,109.06222222222222,129.625,105.49181818181819
77,129.625,105.49181818181819,128.11249999999998,103.97105263157896
78,128.11249999999998,103.97105263157896,125.10555555555555,101.2690909090909
79,125.10555555555555,101.2690909090909,127.45999999999998,101.94421052631579
80,127.45999999999998,101.94421052631579,132.7,103.8175
81,132.7,103.8175,133.5525,108.01611111111112
82,133.5525,108.01611111111112,130.65833333333336,115.89950000000002
83,130.65833333333336,115.89950000000002,126.80772727272729,114.7472222222222
84,126.80772727272729,114.7472222222222,125.69409090909089,113.07157894736841
85,125.69409090909089,113.07157894736841,126.31428571428573,113.01454545454544
86,126.31428571428573,113.01454545454544,122.70105263157893,110.10894736842104
87,122.70105263157893,110.10894736842104,121.04904761904766,112.2573684210526
88,121.04904761904766,112.2573684210526,123.86470588235294,110.90590909090908
89,123.86470588235294,110.90590909090908,124.03380952380952,112.39368421052635
90,124.03380952380952,112.39368421052635,124.96833333333332,109.91454545454548
91,124.96833333333332,109.91454545454548,120.95277777777775,110.72315789473683
92,120.95277777777775,110.72315789473683,117.07304347826089,112.95666666666668
93,117.07304347826089,112.95666666666668,112.39000000000001,112.91749999999999
94,112.39000000000001,112.91749999999999,110.40294117647056,112.94950000000001
95,110.40294117647056,112.94950000000001,107.33809523809524,110.77444444444444
96,107.33809523809524,110.77444444444444,107.68333333333335,107.90055555555556
97,107.68333333333335,107.90055555555556,103.71136363636364,105.99100000000001
98,103.71136363636364,105.99100000000001,105.32105263157895,107.43199999999999
99,105.32105263157895,,106.91899999999998,
100,106.91899999999998,,107.80833333333334,
101,107.80833333333334,,109.65149999999998,
102,109.65149999999998,,111.52105263157895,
103,111.52105263157895,,106.27222222222224,
104,106.27222222222224,,105.13863636363635,
105,105.13863636363635,,103.52649999999998,
106,103.52649999999998,,103.97222222222221,
107,103.97222222222221,,102.72409090909092,
108,102.72409090909092,,98.49750000000002,
109,98.49750000000002,,99.84782608695654,
110,99.84782608695654,,98.78631578947369,
111,98.78631578947369,,98.4215,
112,98.4215,,97.94666666666666,
113,97.94666666666666,,100.1235,
114,100.1235,,99.74526315789474,
115,99.74526315789474,,98.31105263157893,
116,98.31105263157893,,90.78863636363636,
117,90.78863636363636,,83.66052631578945,
118,83.66052631578945,,85.24684210526314,
119,85.24684210526314,,84.52954545454544,
120,84.52954545454544,,87.35249999999999,
121,87.35249999999999,,94.54782608695653,
122,94.54782608695653,,100.66052631578948,
123,100.66052631578948,,100.67250000000001,
124,100.67250000000001,,101.9175,
125,101.9175,,101.81499999999998,
126,101.81499999999998,,105.83578947368423,
127,105.83578947368423,,105.75842105263159,
128,105.75842105263159,,105.85500000000002,
129,105.85500000000002,,107.46333333333334,
130,107.46333333333334,,106.446,
131,106.446,,108.85799999999999,
132,108.85799999999999,,109.29045454545454,
133,109.29045454545454,,107.75181818181817,
134,107.75181818181817,,109.79222222222224,
135,109.79222222222224,,112.3947619047619,
136,112.3947619047619,,112.24666666666668,
137,112.24666666666668,,113.76473684210525,
138,113.76473684210525,,118.04111111111109,
139,118.04111111111109,,122.91833333333335,
140,122.91833333333335,,122.58842105263162,
141,122.58842105263162,,125.50809523809524,
142,125.50809523809524,,119.14099999999999,
143,119.14099999999999,,114.20476190476191,
144,114.20476190476191,,115.22476190476192,
145,115.22476190476192,,117.90095238095239,
146,117.90095238095239,,120.74473684210527,
147,120.74473684210527,,121.09285714285713,
148,121.09285714285713,,125.2175,
149,125.2175,,129.43499999999997,
150,129.43499999999997,,129.48888888888888,
151,129.48888888888888,,125.9961111111111,
152,125.9961111111111,,128.6913636363636,
153,128.6913636363636,,131.75300000000001,
154,131.75300000000001,,134.89666666666668,
155,134.89666666666668,,140.56727272727272,
156,140.56727272727272,,140.7352380952381,
157,140.7352380952381,,144.6685714285714,
158,144.6685714285714,,134.73000000000002,
159,134.73000000000002,,121.57428571428571,
160,121.57428571428571,,120.44411764705883,
161,120.44411764705883,,117.62250000000002,
162,117.62250000000002,,113.15500000000003,
163,113.15500000000003,,116.79388888888889,
164,116.79388888888889,,119.77681818181819,
165,119.77681818181819,,119.80523809523807,
166,119.80523809523807,,122.15470588235294,
167,122.15470588235294,,120.90181818181817,
168,120.90181818181817,,119.71600000000001,
169,119.71600000000001,,113.40454545454548,
170,113.40454545454548,,107.47421052631579,
171,107.47421052631579,,105.97349999999999,
172,105.97349999999999,,104.97888888888886,
173,104.97888888888886,,102.66399999999999,
174,102.66399999999999,,105.16055555555556,
175,105.16055555555556,,109.27263157894735,
176,109.27263157894735,,106.70681818181819,
177,106.70681818181819,,105.47105263157896,
178,105.47105263157896,,108.17684210526316,
179,108.17684210526316,,106.22999999999998,
180,106.22999999999998,,107.9863157894737,
181,107.9863157894737,,108.0730434782609,
182,108.0730434782609,,106.80210526315788,
183,106.80210526315788,,108.36476190476192,
184,108.36476190476192,,108.8925,
185,108.8925,,112.17350000000002,
186,112.17350000000002,,116.97555555555557,
187,116.97555555555557,,116.04888888888887,
188,116.04888888888887,,121.12428571428572,
189,121.12428571428572,,123.80789473684207,
190,123.80789473684207,,121.97649999999996,
191,121.97649999999996,,122.15333333333331,
192,122.15333333333331,,124.68900000000001,
193,124.68900000000001,,121.60739130434781,
194,121.60739130434781,,118.776875,
195,118.776875,,121.28136363636364,
196,121.28136363636364,,122.35894736842104,
197,122.35894736842104,,127.16722222222224,
198,127.16722222222224,,132.685,
199,132.685,,133.5666666666667,
200,133.5666666666667,,131.09,
201,131.09,,131.07238095238094,
202,131.07238095238094,,126.5685,
203,126.5685,,123.5975,
204,123.5975,,117.96636363636365,
205,117.96636363636365,,119.00590909090906,
206,119.00590909090906,,120.60000000000001,
207,120.60000000000001,,123.86318181818183,
208,123.86318181818183,,121.55166666666668,
209,121.55166666666668,,122.37052631578949,
210,122.37052631578949,,118.67999999999999,
211,118.67999999999999,,119.20388888888891,
212,119.20388888888891,,118.56800000000003,
213,118.56800000000003,,119.7915,
214,119.7915,,117.28399999999999,
215,117.28399999999999,,118.2642857142857,
216,118.2642857142857,,118.70571428571432,
217,118.70571428571432,,118.82666666666665,
218,118.82666666666665,,115.11315789473684,
219,115.11315789473684,,109.57954545454545,
220,109.57954545454545,,109.231875,
221,109.231875,,107.9355,
222,107.9355,,106.47722222222222,
223,106.47722222222222,,106.60944444444445,
224,106.60944444444445,,108.62304347826087,
225,108.62304347826087,,107.29200000000003,
226,107.29200000000003,,112.52176470588236,
227,112.52176470588236,,109.44142857142857,
228,109.44142857142857,,109.39949999999999,
229,109.39949999999999,,110.355,
230,110.355,,109.99315789473684,
231,109.99315789473684,,108.92399999999998,
232,108.92399999999998,,104.89500000000002,
233,104.89500000000002,,103.8445,
234,103.8445,,103.26777777777778,
235,103.26777777777778,,104.8338888888889,
236,104.8338888888889,,105.26,
237,105.26,,107.3595,
238,107.3595,,106.8561111111111,
239,106.8561111111111,,108.6318181818182,
240,108.6318181818182,,111.95105263157893,
241,111.95105263157893,,110.72173913043478,
242,110.72173913043478,,111.15789473684211,
243,111.15789473684211,,114.81700000000001,
244,114.81700000000001,,118.43277777777777,
245,118.43277777777777,,118.7465,
246,118.7465,,115.5272222222222,
247,115.5272222222222,,117.86789473684212,
248,117.86789473684212,,117.31181818181821,
249,117.31181818181821,,117.02315789473684,
250,117.02315789473684,,111.46105263157894,
251,111.46105263157894,,114.53363636363633,
252,114.53363636363633,,115.72842105263159,
253,115.72842105263159,,115.88043478260867,
254,115.88043478260867,,117.03526315789475,
255,117.03526315789475,,118.65761904761906,
256,118.65761904761906,,117.34700000000001,
257,117.34700000000001,,117.225,
258,117.225,,120.59722222222223,
259,120.59722222222223,,120.50166666666665,
260,120.50166666666665,,117.2757142857143,
261,117.2757142857143,,118.83349999999999,
262,118.83349999999999,,120.68249999999998,
263,120.68249999999998,,122.61809523809524,
264,122.61809523809524,,121.548,
265,121.548,,116.72434782608697,
266,116.72434782608697,,114.95823529411767,
267,114.95823529411767,,115.74136363636366,
268,115.74136363636366,,111.38736842105264,
269,111.38736842105264,,112.245,
270,112.245,,107.70999999999998,
271,107.70999999999998,,107.12789473684211,
272,107.12789473684211,,100.85526315789473,
273,100.85526315789473,,102.4890476190476,
274,102.4890476190476,,104.18263157894735,
275,104.18263157894735,,106.9047619047619,
276,106.9047619047619,,106.8147619047619,
277,106.8147619047619,,109.27952380952382,
278,109.27952380952382,,106.65578947368421,
279,106.65578947368421,,100.33363636363637,
280,100.33363636363637,,96.846875,
281,96.846875,,91.3215,
282,91.3215,,90.38055555555556,
283,90.38055555555556,,92.55222222222221,
284,92.55222222222221,,97.87238095238096,
285,97.87238095238096,,98.92099999999998,
286,98.92099999999998,,96.41058823529413,
287,96.41058823529413,,96.51727272727271,
288,96.51727272727271,,94.43380952380951,
289,94.43380952380951,,94.83809523809525,
290,94.83809523809525,,91.4011111111111,
291,91.4011111111111,,90.28904761904762,
292,90.28904761904762,,89.27470588235295,
293,89.27470588235295,,89.4555,
294,89.4555,,91.17333333333333,
